SystemCodeNumber,Timestamp,price,diff,time
BHMNCPNST01,2016-11-03 13:59:00,12.75,1,1751787993992
Others-CCCPS119a,2016-11-20 14:27:00,12.37,1,1751787993992
BHMEURBRD01,2016-10-08 11:30:00,12.47,1,1751787993992
Shopping,2016-10-28 12:02:00,12.82,1,1751787993992
BHMBCCMKT01,2016-11-05 08:59:00,12.06,1,1751787993992
BHMMBMMBX01,2016-10-08 14:57:00,12.76,1,1751787993992
Others-CCCPS135a,2016-11-02 10:29:00,12.84,1,1751787993992
Shopping,2016-11-29 14:55:00,12.86,1,1751787993992
Others-CCCPS202,2016-10-10 13:04:00,12.53,1,1751787993992
BHMBCCMKT01,2016-11-01 14:00:00,12.14,1,1751787993992
BHMMBMMBX01,2016-10-24 14:56:00,12.77,1,1751787993992
BHMNCPNST01,2016-12-05 09:29:00,12.68,1,1751787993992
BHMNCPNST01,2016-10-23 09:26:00,12.71,1,1751787993992
Others-CCCPS119a,2016-10-26 10:26:00,12.24,1,1751787993992
Others-CCCPS98,2016-10-15 08:01:00,12.32,1,1751787993992
Others-CCCPS119a,2016-11-04 12:33:00,12.34,1,1751787993992
BHMBCCMKT01,2016-11-23 11:57:00,12.09,1,1751787993992
BHMNCPHST01,2016-10-15 09:01:00,12.01,1,1751787993992
BHMNCPHST01,2016-11-28 15:02:00,12.25,1,1751787993992
BHMNCPHST01,2016-12-14 14:56:00,12.41,1,1751787993992
Broad Street,2016-11-04 16:00:00,12.85,1,1751787993992
BHMMBMMBX01,2016-12-19 13:03:00,12.83,1,1751787993992
Others-CCCPS202,2016-10-08 10:30:00,12.27,1,1751787993992
Others-CCCPS119a,2016-10-09 13:04:00,12.47,1,1751787993992
Others-CCCPS119a,2016-11-21 15:31:00,12.34,1,1751787993992
Others-CCCPS8,2016-11-02 09:30:00,12.51,1,1751787993992
Shopping,2016-11-22 15:57:00,12.85,1,1751787993992
BHMBCCTHL01,2016-12-13 11:29:00,12.77,1,1751787993992
BHMNCPHST01,2016-11-26 08:28:00,12.24,1,1751787993992
BHMNCPNST01,2016-12-01 14:58:00,12.74,1,1751787993992
Shopping,2016-11-09 09:34:00,12.82,1,1751787993992
BHMEURBRD01,2016-11-06 08:00:00,12.27,1,1751787993992
BHMNCPNST01,2016-10-11 08:30:00,12.72,1,1751787993992
Broad Street,2016-12-02 12:01:00,12.89,1,1751787993992
Shopping,2016-10-09 09:57:00,12.63,1,1751787993992
Broad Street,2016-11-28 15:41:00,12.9,1,1751787993992
BHMMBMMBX01,2016-12-07 12:26:00,12.88,1,1751787993992
Broad Street,2016-12-11 13:59:00,12.74,1,1751787993992
BHMMBMMBX01,2016-10-31 10:00:00,12.87,1,1751787993992
BHMNCPHST01,2016-11-06 08:26:00,12.13,1,1751787993992
Others-CCCPS135a,2016-11-22 12:57:00,12.88,1,1751787993992
BHMMBMMBX01,2016-12-18 11:30:00,12.82,1,1751787993992
BHMNCPHST01,2016-10-12 08:31:00,12.01,1,1751787993992
BHMBCCMKT01,2016-11-11 14:00:00,12.1,1,1751787993992
BHMBCCTHL01,2016-12-16 16:30:00,12.82,1,1751787993992
Others-CCCPS135a,2016-11-30 10:28:00,12.89,1,1751787993992
Others-CCCPS135a,2016-10-10 10:03:00,12.86,1,1751787993992
BHMMBMMBX01,2016-11-24 08:00:00,12.68,1,1751787993992
Others-CCCPS202,2016-12-17 07:59:00,12.03,1,1751787993992
BHMBCCMKT01,2016-10-14 10:27:00,12.11,1,1751787993992
Others-CCCPS135a,2016-11-25 15:00:00,12.86,1,1751787993992
BHMBCCTHL01,2016-10-10 10:03:00,12.76,1,1751787993992
BHMBCCMKT01,2016-11-19 12:31:00,12.34,1,1751787993992
BHMBCCTHL01,2016-10-05 14:30:00,12.8,1,1751787993992
Others-CCCPS202,2016-11-08 09:26:00,12.05,1,1751787993992
Others-CCCPS202,2016-12-11 13:59:00,12.29,1,1751787993992
Others-CCCPS135a,2016-12-17 14:00:00,12.8,1,1751787993992
BHMEURBRD01,2016-10-11 10:57:00,12.46,1,1751787993992
Others-CCCPS98,2016-12-14 15:56:00,12.34,1,1751787993992
Others-CCCPS8,2016-11-08 08:26:00,12.42,1,1751787993992
BHMBCCTHL01,2016-12-17 11:00:00,12.82,1,1751787993992
Others-CCCPS202,2016-12-18 08:03:00,12.22,1,1751787993992
BHMBCCMKT01,2016-10-29 10:59:00,12.33,1,1751787993992
Others-CCCPS105a,2016-11-03 10:26:00,12.72,1,1751787993992
Others-CCCPS105a,2016-11-19 15:31:00,12.77,1,1751787993992
Others-CCCPS202,2016-10-18 11:27:00,12.3,1,1751787993992
Others-CCCPS8,2016-10-13 15:04:00,12.51,1,1751787993992
BHMNCPNST01,2016-11-08 14:00:00,12.75,1,1751787993992
Others-CCCPS202,2016-12-01 08:05:00,12.19,1,1751787993992
Others-CCCPS202,2016-11-04 12:00:00,12.38,1,1751787993992
BHMBCCTHL01,2016-12-07 12:26:00,12.87,1,1751787993992
BHMMBMMBX01,2016-11-26 14:01:00,12.76,1,1751787993992
BHMEURBRD01,2016-11-12 16:00:00,12.5,1,1751787993992
Others-CCCPS119a,2016-10-04 16:31:00,12.23,1,1751787993992
Shopping,2016-12-11 09:59:00,12.52,1,1751787993992
BHMBCCMKT01,2016-11-13 12:00:00,12.45,1,1751787993992
Others-CCCPS105a,2016-11-10 11:00:00,12.77,1,1751787993992
BHMBCCMKT01,2016-12-16 15:30:00,12.41,1,1751787993992
BHMEURBRD01,2016-10-06 15:04:00,12.63,1,1751787993992
Shopping,2016-10-28 10:29:00,12.53,1,1751787993992
BHMNCPHST01,2016-11-18 09:27:00,12.09,1,1751787993992
Others-CCCPS119a,2016-12-10 11:02:00,12.35,1,1751787993992
BHMBCCMKT01,2016-12-11 08:02:00,12.12,1,1751787993992
Broad Street,2016-10-31 13:26:00,12.79,1,1751787993992
BHMNCPHST01,2016-12-16 11:56:00,12.27,1,1751787993992
Others-CCCPS135a,2016-10-18 11:01:00,12.81,1,1751787993992
BHMBCCMKT01,2016-10-07 12:03:00,12.3,1,1751787993992
Others-CCCPS8,2016-11-04 10:00:00,12.47,1,1751787993992
BHMMBMMBX01,2016-11-24 09:00:00,12.7,1,1751787993992
Others-CCCPS105a,2016-10-09 10:30:00,12.69,1,1751787993992
Others-CCCPS105a,2016-10-06 16:30:00,12.67,1,1751787993992
BHMBCCMKT01,2016-10-18 08:01:00,12.03,1,1751787993992
Others-CCCPS202,2016-11-23 08:30:00,12.25,1,1751787993992
Others-CCCPS119a,2016-12-07 07:59:00,12.1,1,1751787993992
BHMMBMMBX01,2016-11-24 13:30:00,12.78,1,1751787993992
Others-CCCPS119a,2016-10-15 14:01:00,11.99,1,1751787993992
Others-CCCPS105a,2016-11-03 15:00:00,12.67,1,1751787993992
Others-CCCPS8,2016-12-09 14:56:00,12.54,1,1751787993992
Others-CCCPS119a,2016-12-06 07:56:00,11.76,1,1751787993992
Others-CCCPS8,2016-12-11 13:05:00,12.67,1,1751787993992
Others-CCCPS105a,2016-10-07 15:57:00,12.68,1,1751787993992
BHMNCPHST01,2016-12-18 16:30:00,12.37,1,1751787993992
BHMBCCTHL01,2016-11-10 12:27:00,12.9,1,1751787993992
Broad Street,2016-10-15 11:27:00,12.57,1,1751787993992
BHMBCCMKT01,2016-11-07 15:00:00,12.02,1,1751787993992
BHMMBMMBX01,2016-11-06 12:26:00,12.83,1,1751787993992
Others-CCCPS119a,2016-10-24 16:00:00,11.82,1,1751787993992
Broad Street,2016-12-19 15:29:00,12.67,1,1751787993992
Shopping,2016-12-02 11:01:00,12.61,1,1751787993992
Others-CCCPS202,2016-11-27 14:02:00,12.3,1,1751787993992
Broad Street,2016-10-13 13:31:00,12.74,1,1751787993992
Others-CCCPS119a,2016-11-07 10:26:00,11.83,1,1751787993992
Others-CCCPS119a,2016-10-27 15:59:00,12.01,1,1751787993992
Shopping,2016-10-13 10:31:00,12.65,1,1751787993992
Shopping,2016-11-23 08:57:00,12.64,1,1751787993992
Others-CCCPS135a,2016-11-14 09:27:00,12.79,1,1751787993992
Others-CCCPS135a,2016-10-19 08:58:00,12.72,1,1751787993992
BHMNCPNST01,2016-10-04 09:32:00,12.76,1,1751787993992
Others-CCCPS8,2016-11-20 12:01:00,12.75,1,1751787993992
Others-CCCPS135a,2016-12-07 14:59:00,12.77,1,1751787993992
Shopping,2016-10-22 10:26:00,12.53,1,1751787993992
BHMBCCMKT01,2016-11-22 12:57:00,12.24,1,1751787993992
Others-CCCPS8,2016-11-18 16:01:00,12.7,1,1751787993992
Others-CCCPS8,2016-10-26 15:59:00,12.69,1,1751787993992
Others-CCCPS119a,2016-11-29 12:28:00,12.21,1,1751787993992
BHMBCCTHL01,2016-11-10 08:34:00,12.75,1,1751787993992
BHMMBMMBX01,2016-11-12 11:00:00,12.75,1,1751787993992
BHMBCCMKT01,2016-12-09 14:29:00,12.27,1,1751787993992
BHMBCCMKT01,2016-10-30 07:59:00,12.07,1,1751787993992
BHMEURBRD01,2016-12-14 14:03:00,12.72,1,1751787993992
BHMBCCTHL01,2016-10-12 13:34:00,12.82,1,1751787993992
BHMNCPNST01,2016-10-27 12:26:00,12.82,1,1751787993992
Others-CCCPS202,2016-10-17 08:01:00,12.17,1,1751787993992
Others-CCCPS202,2016-10-12 16:31:00,12.23,1,1751787993992
Shopping,2016-10-14 16:34:00,12.53,1,1751787993992
Shopping,2016-11-12 13:27:00,12.63,1,1751787993992
BHMEURBRD01,2016-12-01 14:58:00,12.79,1,1751787993992
Others-CCCPS98,2016-11-14 13:00:00,12.47,1,1751787993992
Others-CCCPS98,2016-10-13 09:57:00,12.39,1,1751787993992
Others-CCCPS135a,2016-11-08 07:59:00,12.55,1,1751787993992
BHMNCPHST01,2016-10-11 14:04:00,12.48,1,1751787993992
Others-CCCPS119a,2016-12-02 16:32:00,12.2,1,1751787993992
Others-CCCPS135a,2016-10-06 12:04:00,12.68,1,1751787993992
Others-CCCPS119a,2016-11-28 15:41:00,12.09,1,1751787993992
Others-CCCPS119a,2016-11-18 13:34:00,12.25,1,1751787993992
Others-CCCPS105a,2016-12-15 09:03:00,12.63,1,1751787993992
Others-CCCPS135a,2016-12-01 12:25:00,12.77,1,1751787993992
Others-CCCPS105a,2016-11-03 11:26:00,12.68,1,1751787993992
Others-CCCPS105a,2016-12-06 10:02:00,12.67,1,1751787993992
BHMNCPNST01,2016-12-11 12:32:00,12.86,1,1751787993992
Others-CCCPS105a,2016-10-10 14:30:00,12.69,1,1751787993992
Broad Street,2016-10-17 11:31:00,12.8,1,1751787993992
Others-CCCPS105a,2016-10-18 12:27:00,12.77,1,1751787993992
BHMBCCTHL01,2016-10-29 14:26:00,12.84,1,1751787993992
Broad Street,2016-11-24 15:31:00,12.83,1,1751787993992
BHMBCCMKT01,2016-10-05 10:30:00,12.18,1,1751787993992
BHMMBMMBX01,2016-10-13 08:31:00,12.71,1,1751787993992
Others-CCCPS8,2016-10-28 12:02:00,12.75,1,1751787993992
Broad Street,2016-11-20 09:27:00,12.55,1,1751787993992
Others-CCCPS119a,2016-12-09 10:56:00,12.11,1,1751787993992
BHMMBMMBX01,2016-12-17 16:30:00,12.77,1,1751787993992
Others-CCCPS119a,2016-10-12 15:01:00,12.02,1,1751787993992
Others-CCCPS135a,2016-12-10 11:29:00,12.8,1,1751787993992
Others-CCCPS202,2016-11-12 08:27:00,12.05,1,1751787993992
Others-CCCPS98,2016-11-22 12:04:00,12.51,1,1751787993992
BHMBCCMKT01,2016-10-05 09:04:00,12.01,1,1751787993992
Others-CCCPS98,2016-12-09 16:02:00,12.45,1,1751787993992
Broad Street,2016-11-07 08:26:00,12.47,1,1751787993992
Others-CCCPS135a,2016-11-30 09:01:00,12.77,1,1751787993992
Others-CCCPS8,2016-11-24 12:30:00,12.8,1,1751787993992
Others-CCCPS98,2016-11-04 09:33:00,12.31,1,1751787993992
Others-CCCPS119a,2016-11-26 13:28:00,12.21,1,1751787993992
Others-CCCPS105a,2016-10-23 16:26:00,12.78,1,1751787993992
BHMNCPHST01,2016-11-07 16:00:00,12.5,1,1751787993992
BHMMBMMBX01,2016-10-19 13:58:00,12.82,1,1751787993992
BHMMBMMBX01,2016-11-11 11:00:00,12.77,1,1751787993992
BHMNCPNST01,2016-11-25 12:00:00,12.87,1,1751787993992
Broad Street,2016-11-03 13:26:00,12.62,1,1751787993992
Others-CCCPS98,2016-11-16 16:33:00,12.29,1,1751787993992
Others-CCCPS8,2016-11-22 15:31:00,12.77,1,1751787993992
Others-CCCPS8,2016-10-24 16:33:00,12.7,1,1751787993992
Others-CCCPS8,2016-10-15 10:01:00,12.65,1,1751787993992
BHMBCCTHL01,2016-11-30 16:28:00,12.87,1,1751787993992
BHMNCPNST01,2016-10-16 13:27:00,12.9,1,1751787993992
Others-CCCPS202,2016-10-23 14:59:00,12.15,1,1751787993992
Others-CCCPS202,2016-12-19 11:30:00,12.23,1,1751787993992
BHMNCPHST01,2016-11-16 12:00:00,12.63,1,1751787993992
BHMEURBRD01,2016-10-23 10:26:00,12.65,1,1751787993992
Others-CCCPS8,2016-10-16 11:27:00,12.74,1,1751787993992
Others-CCCPS135a,2016-11-11 16:00:00,12.76,1,1751787993992
BHMMBMMBX01,2016-10-09 11:57:00,12.73,1,1751787993992
BHMEURBRD01,2016-10-26 10:59:00,12.71,1,1751787993992
BHMBCCMKT01,2016-10-19 14:58:00,11.95,1,1751787993992
BHMEURBRD01,2016-12-15 13:00:00,12.79,1,1751787993992
BHMEURBRD01,2016-11-22 14:31:00,12.81,1,1751787993992
Others-CCCPS119a,2016-10-07 09:57:00,12.08,1,1751787993992
Shopping,2016-11-20 13:07:00,12.71,1,1751787993992
Broad Street,2016-12-06 15:02:00,12.71,1,1751787993992
Others-CCCPS8,2016-10-26 10:59:00,12.7,1,1751787993992
Others-CCCPS98,2016-10-28 08:56:00,12.17,1,1751787993992
BHMNCPHST01,2016-12-19 15:29:00,12.69,1,1751787993992
Others-CCCPS105a,2016-12-10 07:59:00,12.64,1,1751787993992
Others-CCCPS98,2016-11-05 10:59:00,12.24,1,1751787993992
Others-CCCPS105a,2016-11-09 16:34:00,12.67,1,1751787993992
BHMNCPNST01,2016-12-13 14:56:00,12.89,1,1751787993992
Others-CCCPS105a,2016-12-01 15:58:00,12.71,1,1751787993992
Others-CCCPS135a,2016-10-09 10:30:00,12.55,1,1751787993992
BHMBCCMKT01,2016-11-24 11:00:00,11.99,1,1751787993992
BHMBCCTHL01,2016-12-18 12:56:00,12.91,1,1751787993992
Others-CCCPS105a,2016-10-14 08:27:00,12.57,1,1751787993992
Others-CCCPS119a,2016-11-02 14:03:00,12.04,1,1751787993992
Others-CCCPS105a,2016-11-17 13:31:00,12.69,1,1751787993992
Others-CCCPS202,2016-11-16 11:27:00,12.32,1,1751787993992
BHMEURBRD01,2016-11-30 13:28:00,12.85,1,1751787993992
BHMNCPHST01,2016-11-18 14:01:00,12.7,1,1751787993992
BHMBCCTHL01,2016-10-26 10:26:00,12.89,1,1751787993992
Shopping,2016-11-26 09:01:00,12.51,1,1751787993992
BHMBCCTHL01,2016-10-15 09:01:00,12.71,1,1751787993992
BHMMBMMBX01,2016-10-06 12:30:00,12.81,1,1751787993992
Others-CCCPS8,2016-10-16 16:31:00,12.7,1,1751787993992
Others-CCCPS98,2016-10-06 10:30:00,12.2,1,1751787993992
Broad Street,2016-11-13 08:00:00,12.5,1,1751787993992
Shopping,2016-11-30 12:28:00,12.65,1,1751787993992
Others-CCCPS135a,2016-10-23 10:59:00,12.39,1,1751787993992
Others-CCCPS135a,2016-10-08 14:57:00,12.39,1,1751787993992
Others-CCCPS135a,2016-10-14 12:27:00,12.56,1,1751787993992
BHMNCPNST01,2016-11-07 15:33:00,12.81,1,1751787993992
Others-CCCPS135a,2016-10-08 16:04:00,12.53,1,1751787993992
BHMNCPHST01,2016-11-19 07:51:00,12.3,1,1751787993992
Others-CCCPS105a,2016-11-17 12:31:00,12.77,1,1751787993992
Others-CCCPS8,2016-12-05 10:29:00,12.68,1,1751787993992
Others-CCCPS119a,2016-11-20 12:34:00,12.28,1,1751787993992
Others-CCCPS105a,2016-12-12 15:56:00,12.76,1,1751787993992
Others-CCCPS8,2016-10-06 08:57:00,12.57,1,1751787993992
BHMBCCMKT01,2016-11-03 14:26:00,12.18,1,1751787993992
Others-CCCPS98,2016-10-16 08:04:00,12.12,1,1751787993992
BHMEURBRD01,2016-11-05 13:59:00,12.73,1,1751787993992
Broad Street,2016-10-25 10:29:00,12.62,1,1751787993992
Others-CCCPS135a,2016-11-23 10:31:00,12.64,1,1751787993992
Others-CCCPS98,2016-12-17 15:30:00,12.29,1,1751787993992
Others-CCCPS119a,2016-11-01 11:00:00,12.06,1,1751787993992
Others-CCCPS135a,2016-12-12 14:29:00,12.74,1,1751787993992
Others-CCCPS8,2016-10-08 10:30:00,12.48,1,1751787993992
BHMEURBRD01,2016-11-25 15:00:00,12.79,1,1751787993992
BHMBCCTHL01,2016-11-03 10:26:00,12.73,1,1751787993992
Broad Street,2016-11-08 09:26:00,12.67,1,1751787993992
BHMNCPNST01,2016-10-24 09:30:00,12.78,1,1751787993992
BHMBCCTHL01,2016-10-28 08:16:00,12.47,1,1751787993992
BHMBCCMKT01,2016-10-06 16:04:00,12.12,1,1751787993992
Broad Street,2016-10-30 10:25:00,12.51,1,1751787993992
BHMBCCTHL01,2016-11-14 14:33:00,12.58,1,1751787993992
BHMNCPHST01,2016-10-29 15:26:00,12.34,1,1751787993992
BHMNCPHST01,2016-10-31 16:00:00,12.43,1,1751787993992
Others-CCCPS202,2016-10-14 08:27:00,12.2,1,1751787993992
Others-CCCPS135a,2016-12-07 11:25:00,12.79,1,1751787993992
BHMMBMMBX01,2016-11-17 16:31:00,12.81,1,1751787993992
Others-CCCPS202,2016-10-10 11:30:00,12.25,1,1751787993992
Shopping,2016-11-05 14:26:00,12.61,1,1751787993992
Others-CCCPS202,2016-11-27 10:01:00,12.21,1,1751787993992
Others-CCCPS202,2016-10-04 16:31:00,12.26,1,1751787993992
Shopping,2016-11-04 09:33:00,12.63,1,1751787993992
BHMNCPHST01,2016-12-02 13:25:00,12.53,1,1751787993992
Others-CCCPS135a,2016-12-08 14:59:00,12.82,1,1751787993992
Others-CCCPS98,2016-11-21 09:31:00,12.23,1,1751787993992
Broad Street,2016-11-11 13:00:00,12.64,1,1751787993992
BHMBCCMKT01,2016-11-03 08:26:00,11.92,1,1751787993992
Others-CCCPS202,2016-10-30 11:59:00,12.25,1,1751787993992
Others-CCCPS98,2016-11-24 09:00:00,12.12,1,1751787993992
BHMMBMMBX01,2016-11-09 12:00:00,12.84,1,1751787993992
BHMEURBRD01,2016-12-19 11:30:00,12.82,1,1751787993992
Others-CCCPS105a,2016-10-27 15:59:00,12.78,1,1751787993992
Others-CCCPS119a,2016-10-13 09:04:00,11.91,1,1751787993992
BHMNCPHST01,2016-11-13 14:00:00,12.5,1,1751787993992
Shopping,2016-10-04 14:29:00,12.69,1,1751787993992
Others-CCCPS119a,2016-12-14 12:30:00,12.13,1,1751787993992
Others-CCCPS105a,2016-11-25 12:00:00,12.83,1,1751787993992
Shopping,2016-10-19 10:25:00,12.74,1,1751787993992
Others-CCCPS8,2016-12-07 11:59:00,12.55,1,1751787993992
Others-CCCPS98,2016-11-06 14:33:00,12.31,1,1751787993992
BHMNCPHST01,2016-11-07 08:26:00,12.31,1,1751787993992
Others-CCCPS105a,2016-12-15 16:30:00,12.83,1,1751787993992
Others-CCCPS98,2016-10-30 11:59:00,12.47,1,1751787993992
BHMBCCTHL01,2016-11-05 12:26:00,12.69,1,1751787993992
BHMEURBRD01,2016-11-04 16:26:00,12.83,1,1751787993992
Others-CCCPS98,2016-11-23 15:04:00,12.43,1,1751787993992
BHMBCCTHL01,2016-10-25 12:29:00,12.78,1,1751787993992
Others-CCCPS98,2016-11-09 15:00:00,12.42,1,1751787993992
Others-CCCPS119a,2016-10-18 13:54:00,12.11,1,1751787993992
Others-CCCPS105a,2016-12-07 08:26:00,12.69,1,1751787993992
BHMBCCTHL01,2016-12-01 11:32:00,12.83,1,1751787993992
Others-CCCPS98,2016-12-06 15:29:00,12.4,1,1751787993992
Others-CCCPS105a,2016-10-17 10:04:00,12.65,1,1751787993992
BHMEURBRD01,2016-12-12 08:29:00,12.69,1,1751787993992
Broad Street,2016-11-10 11:27:00,12.74,1,1751787993992
BHMBCCMKT01,2016-11-19 10:31:00,11.93,1,1751787993992
BHMBCCMKT01,2016-10-11 10:30:00,11.95,1,1751787993992
BHMBCCMKT01,2016-12-12 12:29:00,12.13,1,1751787993992
BHMNCPHST01,2016-11-29 08:28:00,12.24,1,1751787993992
Others-CCCPS105a,2016-11-05 13:33:00,12.73,1,1751787993992
Others-CCCPS119a,2016-11-08 13:34:00,12.26,1,1751787993992
Others-CCCPS202,2016-11-28 15:41:00,12.33,1,1751787993992
Shopping,2016-11-13 09:34:00,12.53,1,1751787993992
Others-CCCPS8,2016-10-26 12:59:00,12.66,1,1751787993992
Others-CCCPS105a,2016-11-26 15:28:00,12.79,1,1751787993992
Others-CCCPS98,2016-12-09 09:29:00,12.33,1,1751787993992
Others-CCCPS119a,2016-11-09 12:00:00,12.19,1,1751787993992
BHMEURBRD01,2016-11-28 14:02:00,12.76,1,1751787993992
BHMBCCMKT01,2016-10-24 16:00:00,12.18,1,1751787993992
BHMNCPHST01,2016-12-06 10:29:00,12.39,1,1751787993992
Others-CCCPS105a,2016-11-12 09:27:00,12.67,1,1751787993992
BHMBCCTHL01,2016-10-05 13:30:00,12.87,1,1751787993992
BHMMBMMBX01,2016-12-08 08:26:00,12.79,1,1751787993992
Broad Street,2016-11-21 08:04:00,12.57,1,1751787993992
BHMNCPHST01,2016-10-25 11:29:00,12.43,1,1751787993992
Others-CCCPS8,2016-11-22 09:04:00,12.6,1,1751787993992
Others-CCCPS98,2016-11-19 15:31:00,12.35,1,1751787993992
BHMMBMMBX01,2016-10-30 13:06:00,12.83,1,1751787993992
BHMEURBRD01,2016-11-26 14:01:00,12.67,1,1751787993992
Others-CCCPS105a,2016-10-15 15:27:00,12.72,1,1751787993992
BHMNCPHST01,2016-10-26 10:59:00,12.44,1,1751787993992
Others-CCCPS135a,2016-12-18 10:30:00,12.7,1,1751787993992
BHMBCCTHL01,2016-11-07 11:59:00,12.86,1,1751787993992
Broad Street,2016-11-18 16:01:00,12.66,1,1751787993992
Others-CCCPS135a,2016-11-28 09:02:00,12.68,1,1751787993992
Others-CCCPS119a,2016-12-09 10:29:00,12.13,1,1751787993992
BHMMBMMBX01,2016-10-05 14:57:00,12.85,1,1751787993992
Others-CCCPS135a,2016-10-11 15:33:00,12.72,1,1751787993992
BHMBCCMKT01,2016-11-12 13:27:00,12.4,1,1751787993992
BHMBCCMKT01,2016-10-25 10:56:00,12.34,1,1751787993992
Others-CCCPS119a,2016-12-17 08:26:00,12.17,1,1751787993992
BHMMBMMBX01,2016-12-13 10:29:00,12.84,1,1751787993992
BHMBCCMKT01,2016-10-13 13:04:00,12.46,1,1751787993992
BHMNCPNST01,2016-11-27 10:22:00,12.75,1,1751787993992
Others-CCCPS135a,2016-10-11 08:57:00,12.69,1,1751787993992
Others-CCCPS119a,2016-12-10 07:59:00,12.04,1,1751787993992
BHMBCCTHL01,2016-11-09 11:00:00,12.86,1,1751787993992
BHMBCCTHL01,2016-11-28 09:02:00,12.78,1,1751787993992
BHMNCPNST01,2016-10-11 09:57:00,12.76,1,1751787993992
Broad Street,2016-10-13 15:04:00,12.72,1,1751787993992
BHMBCCMKT01,2016-10-11 10:57:00,12.38,1,1751787993992
Others-CCCPS119a,2016-11-10 11:27:00,11.98,1,1751787993992
BHMNCPNST01,2016-11-15 16:30:00,12.74,1,1751787993992
BHMBCCMKT01,2016-11-23 10:31:00,12.19,1,1751787993992
Others-CCCPS202,2016-12-15 07:57:00,12.17,1,1751787993992
Others-CCCPS105a,2016-10-05 14:57:00,12.74,1,1751787993992
Others-CCCPS135a,2016-10-19 13:25:00,12.77,1,1751787993992
Shopping,2016-10-24 10:30:00,12.54,1,1751787993992
BHMBCCMKT01,2016-11-06 11:26:00,12.14,1,1751787993992
Others-CCCPS119a,2016-12-14 14:56:00,11.96,1,1751787993992
Others-CCCPS135a,2016-10-22 09:26:00,12.54,1,1751787993992
BHMNCPNST01,2016-11-13 12:27:00,12.79,1,1751787993992
Others-CCCPS105a,2016-11-27 13:32:00,12.81,1,1751787993992
BHMBCCTHL01,2016-10-26 12:59:00,12.83,1,1751787993992
Others-CCCPS135a,2016-10-28 13:29:00,12.65,1,1751787993992
BHMMBMMBX01,2016-11-29 09:28:00,12.77,1,1751787993992
BHMEURBRD01,2016-10-10 14:30:00,12.74,1,1751787993992
Others-CCCPS202,2016-10-25 10:56:00,12.22,1,1751787993992
BHMNCPHST01,2016-10-07 08:03:00,12.29,1,1751787993992
Others-CCCPS135a,2016-11-12 14:00:00,12.7,1,1751787993992
Others-CCCPS8,2016-10-30 08:25:00,12.53,1,1751787993992
Others-CCCPS202,2016-12-14 08:03:00,12.1,1,1751787993992
Others-CCCPS119a,2016-12-12 14:55:00,11.89,1,1751787993992
Others-CCCPS98,2016-12-08 10:32:00,12.31,1,1751787993992
Others-CCCPS135a,2016-11-13 15:00:00,12.61,1,1751787993992
Others-CCCPS8,2016-11-20 12:34:00,12.66,1,1751787993992
Others-CCCPS105a,2016-12-19 15:29:00,12.83,1,1751787993992
BHMEURBRD01,2016-10-11 08:30:00,12.64,1,1751787993992
Others-CCCPS98,2016-12-06 12:29:00,12.46,1,1751787993992
Others-CCCPS202,2016-10-06 15:04:00,12.23,1,1751787993992
BHMMBMMBX01,2016-12-16 11:30:00,12.78,1,1751787993992
Shopping,2016-11-16 12:27:00,12.67,1,1751787993992
Shopping,2016-12-09 09:29:00,12.64,1,1751787993992
Others-CCCPS98,2016-11-08 14:00:00,12.46,1,1751787993992
BHMMBMMBX01,2016-12-11 14:32:00,12.82,1,1751787993992
BHMNCPNST01,2016-10-25 09:56:00,12.78,1,1751787993992
BHMNCPNST01,2016-10-14 14:01:00,12.76,1,1751787993992
BHMNCPHST01,2016-12-17 12:00:00,12.42,1,1751787993992
BHMMBMMBX01,2016-11-05 12:06:00,12.84,1,1751787993992
BHMNCPNST01,2016-11-21 09:04:00,12.63,1,1751787993992
Shopping,2016-12-19 16:03:00,12.7,1,1751787993992
BHMBCCTHL01,2016-11-22 10:04:00,12.86,1,1751787993992
Others-CCCPS202,2016-12-11 13:05:00,12.4,1,1751787993992
BHMNCPNST01,2016-11-15 12:57:00,12.72,1,1751787993992
BHMBCCMKT01,2016-11-08 16:34:00,12.07,1,1751787993992
Others-CCCPS119a,2016-11-17 09:03:00,11.81,1,1751787993992
Others-CCCPS105a,2016-12-07 12:26:00,12.87,1,1751787993992
BHMBCCMKT01,2016-10-06 08:30:00,11.89,1,1751787993992
Others-CCCPS98,2016-11-24 14:57:00,12.38,1,1751787993992
BHMBCCTHL01,2016-10-13 13:31:00,12.89,1,1751787993992
Others-CCCPS8,2016-10-04 11:59:00,12.74,1,1751787993992
BHMNCPNST01,2016-11-25 11:27:00,12.77,1,1751787993992
BHMEURBRD01,2016-10-10 13:30:00,12.74,1,1751787993992
Others-CCCPS119a,2016-11-04 08:26:00,11.57,1,1751787993992
Shopping,2016-12-10 12:29:00,12.75,1,1751787993992
Others-CCCPS98,2016-11-30 11:28:00,12.37,1,1751787993992
Others-CCCPS98,2016-10-05 10:04:00,12.36,1,1751787993992
Others-CCCPS135a,2016-12-02 15:31:00,12.67,1,1751787993992
BHMBCCTHL01,2016-12-08 07:59:00,12.78,1,1751787993992
Shopping,2016-10-05 14:57:00,12.77,1,1751787993992
Shopping,2016-11-03 08:26:00,12.65,1,1751787993992
