SystemCodeNumber,Timestamp,price,diff,time,Occupancy,Capacity,Hour,Minute,TimeSlot,occupancyRate,EMA_occupancy
BHMBCCMKT01,2016-11-21 11:30:00,12.16,1,1751787993992,115,577,11,30,0.6764705882352942,0.19930675909878684,0.27605022454587236
Others-CCCPS119a,2016-11-25 11:27:00,11.85,1,1751787993992,634,2803,11,27,0.6735294117647058,0.22618622904031396,0.1762689439794859
BHMNCPHST01,2016-10-09 09:04:00,12.44,1,1751787993992,62,1200,9,4,0.5333333333333333,0.051666666666666666,0.31656533124844816
Shopping,2016-11-12 14:27:00,12.63,1,1751787993992,986,1920,14,27,0.85,0.5135416666666667,0.5473309456305371
BHMBCCTHL01,2016-11-17 10:31:00,12.84,1,1751787993992,348,387,10,31,0.6186274509803922,0.8992248062015504,0.7918113835963116
BHMBCCMKT01,2016-10-25 16:29:00,12.25,1,1751787993992,226,577,16,29,0.969607843137255,0.39168110918544197,0.33386566686565716
Others-CCCPS105a,2016-11-16 14:00:00,12.76,1,1751787993992,1383,2009,14,0,0.8235294117647058,0.6884021901443504,0.6006337300635041
BHMBCCTHL01,2016-11-10 09:00:00,12.72,1,1751787993992,157,387,9,0,0.5294117647058824,0.40568475452196384,0.5987480690591378
Shopping,2016-11-14 16:27:00,12.63,1,1751787993992,1104,1920,16,27,0.9676470588235294,0.575,0.5611654728152685
BHMEURBRD01,2016-11-30 16:28:00,12.79,1,1751787993992,353,470,16,28,0.968627450980392,0.7510638297872341,0.7808703786475599
Others-CCCPS119a,2016-11-18 16:28:00,11.89,1,1751787993992,529,2803,16,28,0.968627450980392,0.18872636460934714,0.1824976542944165
Others-CCCPS135a,2016-10-19 08:05:00,12.5,1,1751787993992,1201,3883,8,5,0.4754901960784314,0.3092969353592583,0.3548480152717143
Others-CCCPS8,2016-11-08 14:00:00,12.63,1,1751787993992,808,1322,14,0,0.8235294117647058,0.6111951588502269,0.5656391467850267
Shopping,2016-10-15 12:27:00,12.68,1,1751787993992,708,1920,12,27,0.7323529411764705,0.36875,0.46495773640763427
Shopping,2016-11-25 12:34:00,12.77,1,1751787993992,1587,1920,12,34,0.7392156862745098,0.8265625,0.6457601182038171
Others-CCCPS105a,2016-12-10 09:55:00,12.7,1,1751787993992,976,2009,9,55,0.5833333333333333,0.485813837730214,0.543223783896859
BHMNCPHST01,2016-10-14 10:27:00,12.49,1,1751787993992,636,1200,10,27,0.6147058823529411,0.53,0.4232826656242241
BHMBCCMKT01,2016-12-09 16:29:00,12.24,1,1751787993992,136,577,16,29,0.969607843137255,0.23570190641247835,0.2847837866390678
Others-CCCPS202,2016-11-28 10:01:00,12.21,1,1751787993992,1115,2937,10,1,0.5892156862745098,0.37963908750425607,0.351101350275273
Broad Street,2016-12-02 08:28:00,12.76,1,1751787993992,295,690,8,28,0.4980392156862745,0.427536231884058,0.629515776692591
BHMBCCMKT01,2016-10-05 15:30:00,12.19,1,1751787993992,129,577,15,30,0.9117647058823529,0.22357019064124783,0.2541769886401578
BHMNCPNST01,2016-10-10 11:44:00,12.81,1,1751787993992,330,485,11,44,0.6901960784313725,0.6804123711340206,0.6376161570098324
Others-CCCPS202,2016-12-11 11:59:00,12.27,1,1751787993992,802,2937,11,59,0.7049019607843137,0.2730677562138236,0.3120845532445483
Others-CCCPS119a,2016-12-16 15:30:00,11.94,1,1751787993992,550,2803,15,30,0.9117647058823529,0.1962183374955405,0.18935799589497848
BHMBCCTHL01,2016-12-15 16:03:00,12.78,1,1751787993992,378,387,16,3,0.9441176470588236,0.9767441860465116,0.7877461275528247
BHMEURBRD01,2016-11-02 12:30:00,12.85,1,1751787993992,452,470,12,30,0.7352941176470589,0.9617021276595744,0.8712862531535672
Others-CCCPS8,2016-11-08 10:33:00,12.62,1,1751787993992,691,1322,10,33,0.6205882352941177,0.5226928895612708,0.5441660181731487
Others-CCCPS135a,2016-11-09 12:00:00,12.64,1,1751787993992,3270,3883,12,0,0.7058823529411765,0.8421323718774144,0.5984901935745643
Broad Street,2016-11-03 12:26:00,12.83,1,1751787993992,657,690,12,26,0.7313725490196079,0.9521739130434783,0.7908448448680346
BHMNCPHST01,2016-11-03 16:30:00,12.53,1,1751787993992,575,1200,16,30,0.9705882352941176,0.4791666666666667,0.45122466614544543
Broad Street,2016-12-11 09:26:00,12.63,1,1751787993992,90,690,9,26,0.5549019607843138,0.13043478260869565,0.46063981373836516
BHMBCCTHL01,2016-10-19 12:25:00,12.84,1,1751787993992,341,387,12,25,0.7303921568627451,0.8811369509043928,0.8344415392286088
BHMBCCTHL01,2016-11-09 12:27:00,12.86,1,1751787993992,339,387,12,27,0.7323529411764705,0.875968992248062,0.8552052657383353
Others-CCCPS202,2016-11-09 11:27:00,12.29,1,1751787993992,1149,2937,11,27,0.6735294117647058,0.39121552604698673,0.3516500396457675
Broad Street,2016-10-18 12:27:00,12.74,1,1751787993992,679,690,12,27,0.7323529411764705,0.9840579710144928,0.722348892376429
Others-CCCPS119a,2016-12-06 08:29:00,11.68,1,1751787993992,320,2803,8,29,0.4990196078431372,0.11416339636104174,0.1517606961280101
BHMBCCTHL01,2016-12-16 13:56:00,12.89,1,1751787993992,402,387,13,56,0.8196078431372549,1.0387596899224807,0.946982477830408
BHMNCPNST01,2016-11-19 14:31:00,12.83,1,1751787993992,390,485,14,31,0.853921568627451,0.8041237113402062,0.7208699341750193
Others-CCCPS8,2016-12-11 13:26:00,12.7,1,1751787993992,981,1322,13,26,0.7901960784313725,0.7420574886535553,0.6431117534133519
BHMNCPNST01,2016-10-04 10:59:00,12.86,1,1751787993992,371,485,10,59,0.646078431372549,0.7649484536082474,0.7429091938916333
BHMNCPHST01,2016-10-24 12:30:00,12.64,1,1751787993992,657,1200,12,30,0.7352941176470589,0.5475,0.4993623330727227
BHMNCPNST01,2016-10-22 09:59:00,12.79,1,1751787993992,248,485,9,59,0.5872549019607842,0.511340206185567,0.6271247000386002
Others-CCCPS202,2016-10-08 13:30:00,12.23,1,1751787993992,720,2937,13,30,0.7941176470588235,0.24514811031664965,0.2983990749812086
BHMBCCMKT01,2016-12-07 13:59:00,12.18,1,1751787993992,174,577,13,59,0.8225490196078431,0.30155979202772965,0.2778683903339437
BHMEURBRD01,2016-10-30 08:59:00,12.55,1,1751787993992,33,470,8,59,0.5284313725490195,0.07021276595744681,0.47074950955550704
BHMMBMMBX01,2016-12-08 14:26:00,12.88,1,1751787993992,675,687,14,26,0.8490196078431372,0.982532751091703,0.9176561221158094
BHMBCCMKT01,2016-11-30 14:01:00,12.18,1,1751787993992,196,577,14,1,0.8245098039215687,0.3396880415944541,0.3087782159641989
Others-CCCPS119a,2016-12-17 13:27:00,12.03,1,1751787993992,1277,2803,13,27,0.7911764705882353,0.4555833036032822,0.30367199986564614
Others-CCCPS202,2016-11-13 10:33:00,12.19,1,1751787993992,543,2937,10,33,0.6205882352941177,0.18488253319713993,0.24164080408917427
BHMNCPHST01,2016-11-21 12:31:00,12.73,1,1751787993992,793,1200,12,31,0.7362745098039216,0.6608333333333334,0.580097833203028
Others-CCCPS105a,2016-11-30 16:28:00,12.71,1,1751787993992,1150,2009,16,28,0.968627450980392,0.5724240915878547,0.5578239377423568
BHMEURBRD01,2016-10-09 14:30:00,12.48,1,1751787993992,120,470,14,30,0.8529411764705882,0.2553191489361702,0.3630343292458386
BHMBCCMKT01,2016-12-02 12:58:00,12.34,1,1751787993992,200,577,12,58,0.7627450980392156,0.3466204506065858,0.32769933328539236
Shopping,2016-10-07 11:30:00,12.77,1,1751787993992,1250,1920,11,30,0.6764705882352942,0.6510416666666666,0.6484008924352418
Broad Street,2016-10-30 13:06:00,12.74,1,1751787993992,145,690,13,6,0.7705882352941176,0.21014492753623187,0.46624690995633045
Others-CCCPS119a,2016-10-28 12:02:00,12.26,1,1751787993992,1032,2803,12,2,0.707843137254902,0.3681769532643596,0.3359244765650029
BHMBCCTHL01,2016-11-05 12:06:00,12.91,1,1751787993992,278,387,12,6,0.711764705882353,0.7183462532299741,0.8326643655301911
Others-CCCPS105a,2016-11-21 10:04:00,12.65,1,1751787993992,939,2009,10,4,0.592156862745098,0.4673967147834744,0.5126103262629156
Broad Street,2016-11-18 10:01:00,12.76,1,1751787993992,517,690,10,1,0.5892156862745098,0.7492753623188406,0.6077611361375855
BHMBCCTHL01,2016-12-17 11:33:00,12.9,1,1751787993992,318,387,11,33,0.6794117647058824,0.8217054263565892,0.8271848959433901
Others-CCCPS135a,2016-11-29 09:28:00,12.66,1,1751787993992,2535,3883,9,28,0.5568627450980392,0.6528457378315735,0.6256679657030689
Others-CCCPS8,2016-11-02 13:03:00,12.75,1,1751787993992,722,1322,13,3,0.7676470588235295,0.546142208774584,0.5946269810939679
BHMBCCMKT01,2016-10-22 08:26:00,12.02,1,1751787993992,59,577,8,26,0.49607843137254903,0.1022530329289428,0.2149761831071676
BHMBCCMKT01,2016-12-17 13:27:00,12.24,1,1751787993992,378,577,13,27,0.7911764705882353,0.6551126516464472,0.4350444173768074
BHMEURBRD01,2016-12-18 12:03:00,12.58,1,1751787993992,145,470,12,3,0.7088235294117647,0.30851063829787234,0.3357724837718555
BHMEURBRD01,2016-10-10 10:57:00,12.66,1,1751787993992,380,470,10,57,0.6441176470588235,0.8085106382978723,0.5721415610348639
Others-CCCPS105a,2016-11-09 15:00:00,12.7,1,1751787993992,1440,2009,15,0,0.8823529411764706,0.7167745146839224,0.614692420473419
Others-CCCPS119a,2016-11-13 09:00:00,12.14,1,1751787993992,126,2803,9,0,0.5294117647058824,0.04495183731716019,0.19043815694108154
Others-CCCPS105a,2016-12-07 12:59:00,12.77,1,1751787993992,1500,2009,12,59,0.7637254901960784,0.7466401194624191,0.6806662699679191
Others-CCCPS98,2016-12-10 15:02:00,12.45,1,1751787993992,1162,3103,15,2,0.884313725490196,0.37447631324524655,0.3619353020249907
BHMEURBRD01,2016-10-23 13:06:00,12.69,1,1751787993992,104,470,13,6,0.7705882352941176,0.22127659574468084,0.3967090783897724
BHMNCPNST01,2016-11-01 14:26:00,12.75,1,1751787993992,279,485,14,26,0.8490196078431372,0.5752577319587628,0.6011912159986815
Broad Street,2016-11-22 14:57:00,12.81,1,1751787993992,541,690,14,57,0.8794117647058823,0.7840579710144927,0.6959095535760391
Shopping,2016-10-22 16:26:00,12.67,1,1751787993992,699,1920,16,26,0.9666666666666667,0.3640625,0.5062316962176209
Others-CCCPS135a,2016-12-10 15:02:00,12.68,1,1751787993992,2074,3883,15,2,0.884313725490196,0.5341231006953386,0.5798955331992037
BHMBCCTHL01,2016-10-07 15:30:00,12.87,1,1751787993992,253,387,15,30,0.9117647058823529,0.6537467700258398,0.740465832984615
BHMEURBRD01,2016-10-29 07:59:00,12.26,1,1751787993992,41,470,7,59,0.4696078431372549,0.08723404255319149,0.24197156047148194
Broad Street,2016-12-17 15:30:00,12.72,1,1751787993992,308,690,15,30,0.9117647058823529,0.4463768115942029,0.571143182585121
BHMEURBRD01,2016-11-25 12:00:00,12.47,1,1751787993992,380,470,12,0,0.7058823529411765,0.8085106382978723,0.5252410993846771
BHMEURBRD01,2016-10-17 12:31:00,12.6,1,1751787993992,451,470,12,31,0.7362745098039216,0.9595744680851064,0.7424077837348917
BHMNCPNST01,2016-10-27 08:59:00,12.74,1,1751787993992,303,485,8,59,0.5284313725490195,0.6247422680412371,0.6129667420199594
Others-CCCPS119a,2016-10-22 07:59:00,11.83,1,1751787993992,70,2803,7,59,0.4696078431372549,0.024973242953977882,0.10770569994752971
BHMNCPHST01,2016-11-02 12:30:00,12.79,1,1751787993992,789,1200,12,30,0.7352941176470589,0.6575,0.618798916601514
BHMNCPHST01,2016-11-02 11:30:00,12.78,1,1751787993992,778,1200,11,30,0.6764705882352942,0.6483333333333333,0.6335661249674236
Shopping,2016-12-06 09:29:00,12.68,1,1751787993992,1140,1920,9,29,0.5578431372549019,0.59375,0.5499908481088105
Others-CCCPS8,2016-12-15 12:26:00,12.81,1,1751787993992,862,1322,12,26,0.7313725490196079,0.6520423600605144,0.6233346705772411
Others-CCCPS98,2016-10-05 14:57:00,12.54,1,1751787993992,1135,3103,14,57,0.8794117647058823,0.3657750563970351,0.3638551792110129
BHMBCCMKT01,2016-11-22 13:31:00,12.39,1,1751787993992,234,577,13,31,0.7950980392156863,0.4055459272097054,0.4202951722932564
BHMBCCMKT01,2016-12-07 10:59:00,12.27,1,1751787993992,136,577,10,59,0.646078431372549,0.23570190641247835,0.3279985393528674
Others-CCCPS8,2016-12-08 13:25:00,12.84,1,1751787993992,888,1322,13,25,0.7892156862745098,0.6717095310136157,0.6475221007954284
BHMMBMMBX01,2016-10-30 08:25:00,12.82,1,1751787993992,337,687,8,25,0.49509803921568624,0.49053857350800584,0.7040973478119076
BHMNCPHST01,2016-10-18 14:27:00,12.77,1,1751787993992,759,1200,14,27,0.85,0.6325,0.6330330624837117
Others-CCCPS105a,2016-11-30 14:01:00,12.79,1,1751787993992,1465,2009,14,1,0.8245098039215687,0.7292185166749626,0.7049423933214409
Others-CCCPS8,2016-10-16 08:04:00,12.75,1,1751787993992,445,1322,8,4,0.4745098039215686,0.33661119515885024,0.4920666479771393
BHMEURBRD01,2016-10-30 10:59:00,12.48,1,1751787993992,75,470,10,59,0.646078431372549,0.1595744680851064,0.450991125909999
Others-CCCPS8,2016-10-17 11:31:00,12.69,1,1751787993992,661,1322,11,31,0.6774509803921569,0.5,0.49603332398856964
BHMNCPNST01,2016-10-13 14:31:00,12.8,1,1751787993992,366,485,14,31,0.853921568627451,0.7546391752577319,0.6838029586388457
Others-CCCPS119a,2016-12-05 11:29:00,11.92,1,1751787993992,603,2803,11,29,0.6754901960784313,0.21512665001783804,0.16141617498268387
Others-CCCPS8,2016-11-10 16:27:00,12.62,1,1751787993992,596,1322,16,27,0.9676470588235294,0.4508320726172466,0.47343269830290813
BHMBCCMKT01,2016-12-11 13:26:00,12.46,1,1751787993992,288,577,13,26,0.7901960784313725,0.49913344887348354,0.41356599411317546
BHMNCPNST01,2016-10-31 16:00:00,12.8,1,1751787993992,308,485,16,0,0.9411764705882353,0.6350515463917525,0.6594272525152991
Others-CCCPS135a,2016-10-27 12:59:00,12.76,1,1751787993992,2735,3883,12,59,0.7637254901960784,0.7043523049188771,0.6421239190590404
BHMNCPHST01,2016-10-11 09:57:00,12.7,1,1751787993992,643,1200,9,57,0.5852941176470587,0.5358333333333334,0.5844331979085226
Others-CCCPS8,2016-12-08 09:26:00,12.54,1,1751787993992,515,1322,9,26,0.5549019607843138,0.3895612708018154,0.43149698455236174
Others-CCCPS202,2016-11-01 14:00:00,12.21,1,1751787993992,1225,2937,14,0,0.8235294117647058,0.4170922710248553,0.3293665375570148
Others-CCCPS119a,2016-11-14 09:27:00,11.82,1,1751787993992,314,2803,9,27,0.5558823529411764,0.11202283267927221,0.13671950383097803
Others-CCCPS105a,2016-10-26 12:59:00,12.84,1,1751787993992,1395,2009,12,59,0.7637254901960784,0.6943753111000498,0.6996588522107454
Others-CCCPS98,2016-10-11 13:31:00,12.61,1,1751787993992,1254,3103,13,31,0.7950980392156863,0.4041250402835965,0.38399010974730474
Others-CCCPS135a,2016-12-05 14:02:00,12.83,1,1751787993992,3400,3883,14,2,0.8254901960784313,0.8756116404841617,0.758867779771601
Shopping,2016-11-29 15:28:00,12.73,1,1751787993992,1406,1920,15,28,0.9098039215686274,0.7322916666666667,0.6411412573877386
BHMEURBRD01,2016-10-27 16:26:00,12.6,1,1751787993992,383,470,16,26,0.9666666666666667,0.8148936170212766,0.6329423714656378
Others-CCCPS202,2016-10-07 10:57:00,12.23,1,1751787993992,1083,2937,10,57,0.6441176470588235,0.3687436159346272,0.349055076745821
Shopping,2016-11-02 12:30:00,12.8,1,1751787993992,1439,1920,12,30,0.7352941176470589,0.7494791666666667,0.6953102120272027
Others-CCCPS98,2016-10-13 13:31:00,12.54,1,1751787993992,1210,3103,13,31,0.7950980392156863,0.38994521430873347,0.38696766202801913
Others-CCCPS135a,2016-10-16 14:34:00,12.84,1,1751787993992,1339,3883,14,34,0.8568627450980392,0.3448364666494978,0.5518521232105494
BHMBCCMKT01,2016-10-23 13:59:00,12.49,1,1751787993992,215,577,13,59,0.8225490196078431,0.37261698440207974,0.3930914892576276
Broad Street,2016-12-14 14:03:00,12.78,1,1751787993992,634,690,14,3,0.8264705882352942,0.9188405797101449,0.7449918811476329
BHMEURBRD01,2016-11-13 12:27:00,12.47,1,1751787993992,81,470,12,27,0.7323529411764705,0.1723404255319149,0.40264139849877634
BHMBCCMKT01,2016-10-24 09:03:00,12.24,1,1751787993992,62,577,9,3,0.5323529411764706,0.10745233968804159,0.2502719144728346
BHMBCCTHL01,2016-10-18 15:55:00,12.87,1,1751787993992,300,387,15,55,0.9362745098039216,0.7751937984496124,0.7578298157171137
BHMBCCTHL01,2016-11-30 11:28:00,12.9,1,1751787993992,396,387,11,28,0.6745098039215687,1.0232558139534884,0.8905428148353011
Shopping,2016-11-01 08:26:00,12.68,1,1751787993992,748,1920,8,26,0.49607843137254903,0.38958333333333334,0.542446772680268
BHMMBMMBX01,2016-11-23 14:30:00,12.84,1,1751787993992,594,687,14,30,0.8529411764705882,0.8646288209606987,0.7843630843863032
BHMNCPHST01,2016-11-08 07:59:00,12.41,1,1751787993992,217,1200,7,59,0.4696078431372549,0.18083333333333335,0.3826332656209279
BHMBCCMKT01,2016-11-19 09:31:00,12.13,1,1751787993992,102,577,9,31,0.5598039215686275,0.17677642980935876,0.21352417214109667
BHMEURBRD01,2016-11-03 11:00:00,12.6,1,1751787993992,419,470,11,0,0.6470588235294118,0.8914893617021277,0.647065380100452
Broad Street,2016-11-28 10:32:00,12.83,1,1751787993992,594,690,10,32,0.6196078431372549,0.8608695652173913,0.8029307231825121
BHMNCPNST01,2016-11-29 09:02:00,12.7,1,1751787993992,247,485,9,2,0.5313725490196078,0.5092783505154639,0.5843528015153815
Others-CCCPS8,2016-10-28 16:29:00,12.56,1,1751787993992,632,1322,16,29,0.969607843137255,0.47806354009077157,0.45478026232156665
BHMNCPNST01,2016-11-09 14:20:00,12.74,1,1751787993992,369,485,14,20,0.8431372549019608,0.7608247422680412,0.6725887718917114
Others-CCCPS105a,2016-11-15 15:57:00,12.8,1,1751787993992,1078,2009,15,57,0.9382352941176471,0.5365853658536586,0.618122109032202
BHMMBMMBX01,2016-11-10 12:00:00,12.88,1,1751787993992,619,687,12,0,0.7058823529411765,0.901018922852984,0.8426910036196436
Others-CCCPS98,2016-11-05 16:26:00,12.45,1,1751787993992,853,3103,16,26,0.9666666666666667,0.2748952626490493,0.3309314623385342
Others-CCCPS202,2016-12-10 09:29:00,12.15,1,1751787993992,556,2937,9,29,0.5578431372549019,0.18930881852230166,0.26918194763406134
BHMEURBRD01,2016-12-13 09:55:00,12.68,1,1751787993992,372,470,9,55,0.5833333333333333,0.7914893617021277,0.7192773709012898
Broad Street,2016-10-09 10:30:00,12.61,1,1751787993992,90,690,10,30,0.6176470588235294,0.13043478260869565,0.4666827528956039
Others-CCCPS105a,2016-11-20 08:27:00,12.66,1,1751787993992,570,2009,8,27,0.4970588235294117,0.28372324539571925,0.4509226772139606
Others-CCCPS8,2016-10-06 11:30:00,12.59,1,1751787993992,749,1322,11,30,0.6764705882352942,0.5665658093797277,0.5106730358506472
Others-CCCPS119a,2016-10-10 13:04:00,12.02,1,1751787993992,504,2803,13,4,0.7686274509803921,0.17980734926864075,0.1582634265498094
BHMEURBRD01,2016-10-13 11:31:00,12.75,1,1751787993992,428,470,11,31,0.6774509803921569,0.9106382978723404,0.8149578343868151
Others-CCCPS119a,2016-11-28 12:01:00,12.2,1,1751787993992,624,2803,12,1,0.7068627450980393,0.2226186229040314,0.1904410247269204
Others-CCCPS105a,2016-11-12 13:00:00,12.67,1,1751787993992,1197,2009,13,0,0.7647058823529411,0.5958188153310104,0.5233707462724855
BHMEURBRD01,2016-10-24 09:55:00,12.76,1,1751787993992,337,470,9,55,0.5833333333333333,0.7170212765957447,0.7659895554912799
Shopping,2016-11-30 09:28:00,12.66,1,1751787993992,1133,1920,9,28,0.5568627450980392,0.5901041666666667,0.5662754696734673
Others-CCCPS202,2016-11-15 15:57:00,12.25,1,1751787993992,1170,2937,15,57,0.9382352941176471,0.3983656792645557,0.3337738134493085
BHMMBMMBX01,2016-10-27 13:59:00,12.9,1,1751787993992,651,687,13,59,0.8225490196078431,0.9475982532751092,0.8951446284473763
Others-CCCPS98,2016-10-14 13:27:00,12.57,1,1751787993992,1247,3103,13,27,0.7911764705882353,0.40186915887850466,0.3664003106085194
Others-CCCPS105a,2016-11-16 12:27:00,12.75,1,1751787993992,1373,2009,12,27,0.7323529411764705,0.6834245893479343,0.6033976678102099
Others-CCCPS119a,2016-10-19 10:59:00,12.14,1,1751787993992,742,2803,10,59,0.646078431372549,0.2647163753121655,0.22757870001954295
Others-CCCPS98,2016-11-09 09:34:00,12.46,1,1751787993992,943,3103,9,34,0.5627450980392157,0.30389945214308733,0.33514988137580337
BHMBCCTHL01,2016-10-16 08:27:00,12.79,1,1751787993992,157,387,8,27,0.4970588235294117,0.40568475452196384,0.6481137846786325
Broad Street,2016-11-30 12:28:00,12.72,1,1751787993992,626,690,12,28,0.7333333333333334,0.9072463768115943,0.6869645648535991
Others-CCCPS105a,2016-11-09 13:00:00,12.81,1,1751787993992,1483,2009,13,0,0.7647058823529411,0.7381781981085117,0.6707879329593608
Others-CCCPS98,2016-10-31 08:26:00,12.25,1,1751787993992,704,3103,8,26,0.49607843137254903,0.22687721559780857,0.281013548486806
Others-CCCPS119a,2016-10-25 09:56:00,11.96,1,1751787993992,422,2803,9,56,0.5843137254901961,0.1505529789511238,0.18906583948533337
Others-CCCPS135a,2016-11-11 12:27:00,12.87,1,1751787993992,2880,3883,12,27,0.7323529411764705,0.7416945660571723,0.6467733446338608
Others-CCCPS119a,2016-11-07 15:33:00,11.9,1,1751787993992,475,2803,15,33,0.9147058823529413,0.16946129147342134,0.17926356547937736
Others-CCCPS105a,2016-10-17 12:31:00,12.85,1,1751787993992,1220,2009,12,31,0.7362745098039216,0.6072672971627675,0.6390276150610641
Others-CCCPS105a,2016-10-24 07:56:00,12.62,1,1751787993992,572,2009,7,56,0.4666666666666667,0.2847187655550025,0.4618731903080333
Others-CCCPS105a,2016-10-22 13:59:00,12.71,1,1751787993992,1300,2009,13,59,0.8225490196078431,0.6470881035340965,0.5544806469210649
Others-CCCPS119a,2016-11-19 12:31:00,11.9,1,1751787993992,545,2803,12,31,0.7362745098039216,0.19443453442739922,0.1868490499533883
BHMBCCMKT01,2016-11-06 15:26:00,12.22,1,1751787993992,188,577,15,26,0.907843137254902,0.32582322357019067,0.26967369785564366
BHMBCCMKT01,2016-11-19 12:04:00,12.41,1,1751787993992,293,577,12,4,0.7098039215686275,0.5077989601386482,0.38873632899714594
BHMBCCMKT01,2016-12-02 13:58:00,12.38,1,1751787993992,196,577,13,58,0.8215686274509804,0.3396880415944541,0.3642121852958
Others-CCCPS119a,2016-10-04 15:30:00,11.91,1,1751787993992,511,2803,15,30,0.9117647058823529,0.18230467356403854,0.1845768617587134
BHMBCCMKT01,2016-10-08 13:04:00,12.53,1,1751787993992,348,577,13,4,0.7686274509803921,0.6031195840554593,0.48366588467562965
Others-CCCPS119a,2016-11-28 08:32:00,11.76,1,1751787993992,283,2803,8,32,0.5019607843137255,0.10096325365679629,0.14277005770775486
BHMBCCTHL01,2016-11-27 13:32:00,12.85,1,1751787993992,401,387,13,32,0.796078431372549,1.0361757105943152,0.8421447476364738
BHMEURBRD01,2016-11-03 13:26:00,12.83,1,1751787993992,455,470,13,26,0.7901960784313725,0.9680851063829787,0.8670373309371293
BHMNCPNST01,2016-12-09 10:56:00,12.72,1,1751787993992,275,485,10,56,0.6431372549019608,0.5670103092783505,0.619799540585031
BHMMBMMBX01,2016-12-09 08:29:00,12.83,1,1751787993992,413,687,8,29,0.4990196078431372,0.6011644832605532,0.7481545558539647
BHMNCPNST01,2016-10-30 13:25:00,12.78,1,1751787993992,252,485,13,25,0.7892156862745098,0.5195876288659794,0.5696935847255051
BHMEURBRD01,2016-12-18 14:30:00,12.79,1,1751787993992,227,470,14,30,0.8529411764705882,0.4829787234042553,0.6750080271706923
Others-CCCPS135a,2016-11-16 16:33:00,12.84,1,1751787993992,2300,3883,16,33,0.973529411764706,0.5923255215039918,0.6195494330689263
Shopping,2016-12-06 14:29:00,12.72,1,1751787993992,1524,1920,14,29,0.8519607843137255,0.79375,0.6800127348367336
Broad Street,2016-11-04 08:00:00,12.61,1,1751787993992,249,690,8,0,0.47058823529411764,0.36086956521739133,0.5239170650354952
BHMNCPNST01,2016-10-09 08:04:00,12.72,1,1751787993992,228,485,8,4,0.4745098039215686,0.47010309278350515,0.5198983387545051
Others-CCCPS202,2016-11-17 15:30:00,12.33,1,1751787993992,1336,2937,15,30,0.9117647058823529,0.45488593803200544,0.394329875740657
BHMEURBRD01,2016-10-07 08:30:00,12.68,1,1751787993992,189,470,8,30,0.5,0.4021276595744681,0.5385678433725802
Others-CCCPS105a,2016-10-25 16:29:00,12.71,1,1751787993992,1129,2009,16,29,0.969607843137255,0.5619711299153808,0.5582258884182228
Others-CCCPS119a,2016-10-31 13:26:00,11.99,1,1751787993992,486,2803,13,26,0.7901960784313725,0.17338565822333216,0.15807785796554352
BHMMBMMBX01,2016-11-14 14:00:00,12.83,1,1751787993992,483,687,14,0,0.8235294117647058,0.7030567685589519,0.7256056622064584
BHMNCPNST01,2016-11-30 15:28:00,12.73,1,1751787993992,299,485,15,28,0.9098039215686274,0.6164948453608248,0.5681965920576649
Others-CCCPS202,2016-12-17 15:57:00,12.39,1,1751787993992,1120,2937,15,57,0.9382352941176471,0.3813415049370106,0.3878356903388338
Others-CCCPS119a,2016-11-09 11:27:00,11.95,1,1751787993992,559,2803,11,27,0.6735294117647058,0.1994291830181948,0.17875352049186916
BHMEURBRD01,2016-10-22 13:59:00,12.51,1,1751787993992,140,470,13,59,0.8225490196078431,0.2978723404255319,0.41822009189905607
Broad Street,2016-10-10 11:30:00,12.69,1,1751787993992,580,690,11,30,0.6764705882352942,0.8405797101449275,0.6822483875902113
BHMBCCTHL01,2016-11-05 13:00:00,12.86,1,1751787993992,303,387,13,0,0.7647058823529411,0.7829457364341085,0.8125452420352912
BHMMBMMBX01,2016-12-01 13:58:00,12.87,1,1751787993992,681,687,13,58,0.8215686274509804,0.9912663755458515,0.858436018876155
BHMBCCTHL01,2016-11-16 12:00:00,12.89,1,1751787993992,342,387,12,0,0.7058823529411765,0.8837209302325582,0.8481330861339247
BHMBCCTHL01,2016-11-29 10:01:00,12.88,1,1751787993992,294,387,10,1,0.5892156862745098,0.7596899224806202,0.8039115043072724
Others-CCCPS8,2016-10-19 09:32:00,12.54,1,1751787993992,591,1322,9,32,0.5607843137254902,0.4470499243570348,0.478861480103841
Others-CCCPS202,2016-11-19 10:04:00,12.25,1,1751787993992,581,2937,10,4,0.592156862745098,0.19782090568607422,0.292828298012454
Others-CCCPS98,2016-11-12 15:00:00,12.27,1,1751787993992,1071,3103,15,0,0.8823529411764706,0.34514985497905254,0.31308170173292926
BHMNCPHST01,2016-12-02 16:32:00,12.46,1,1751787993992,520,1200,16,32,0.9725490196078432,0.43333333333333335,0.40798329947713063
BHMBCCMKT01,2016-11-26 10:35:00,12.43,1,1751787993992,195,577,10,35,0.6225490196078431,0.3379549393414211,0.4108104120085254
Others-CCCPS8,2016-11-20 10:01:00,12.52,1,1751787993992,447,1322,10,1,0.5892156862745098,0.3381240544629349,0.40849276728338796
Others-CCCPS105a,2016-10-19 08:05:00,12.61,1,1751787993992,777,2009,8,5,0.4754901960784314,0.3867595818815331,0.472492735149878
