ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,VehicleTypeEncoded,TrafficEncoded
6966,BHMNCPNST01,485,26.14004753,91.73097233,337,car,high,7,0,28-10-2016,13:02:00,2016-10-28 13:02:00,2,3
5654,BHMNCPHST01,1200,26.14001386,91.73099967,600,bike,high,7,0,28-10-2016,13:02:00,2016-10-28 13:02:00,1,3
16150,Others-CCCPS98,3103,26.14749998,91.72797778,1453,car,high,9,0,28-10-2016,13:02:00,2016-10-28 13:02:00,2,3
10902,Others-CCCPS119a,2803,26.14754061,91.72797041,851,truck,high,8,0,28-10-2016,13:02:00,2016-10-28 13:02:00,3,3
1718,BHMBCCTHL01,387,26.14449459,91.73620513,320,bike,high,7,0,28-10-2016,13:02:00,2016-10-28 13:02:00,1,3
406,BHMBCCMKT01,577,26.14453614,91.73617216,266,car,high,6,0,28-10-2016,13:02:00,2016-10-28 13:02:00,2,3
9590,Others-CCCPS105a,2009,26.14747299,91.72804914,1344,bike,high,9,0,28-10-2016,13:02:00,2016-10-28 13:02:00,1,3
12214,Others-CCCPS135a,3883,26.14749943,91.72800489,2346,car,high,10,0,28-10-2016,13:02:00,2016-10-28 13:02:00,2,3
16151,Others-CCCPS98,3103,26.14749998,91.72797778,1542,cycle,high,9,0,28-10-2016,13:29:00,2016-10-28 13:29:00,0,3
9591,Others-CCCPS105a,2009,26.14747299,91.72804914,1375,bike,high,9,0,28-10-2016,13:29:00,2016-10-28 13:29:00,1,3
1719,BHMBCCTHL01,387,26.14449459,91.73620513,325,car,high,7,0,28-10-2016,13:29:00,2016-10-28 13:29:00,2,3
3031,BHMEURBRD01,470,26.14901995,91.7395035,410,bike,high,7,0,28-10-2016,13:29:00,2016-10-28 13:29:00,1,3
17463,Shopping,1920,26.15050395,91.73353109,1090,bike,high,8,0,28-10-2016,13:29:00,2016-10-28 13:29:00,1,3
407,BHMBCCMKT01,577,26.14453614,91.73617216,275,car,high,7,0,28-10-2016,13:29:00,2016-10-28 13:29:00,2,3
5655,BHMNCPHST01,1200,26.14001386,91.73099967,593,car,high,7,0,28-10-2016,13:29:00,2016-10-28 13:29:00,2,3
4343,BHMMBMMBX01,687,20.0000347,78.00000286,600,cycle,high,8,0,28-10-2016,13:29:00,2016-10-28 13:29:00,0,3
14839,Others-CCCPS8,1322,26.14754886,91.72799519,775,car,high,8,0,28-10-2016,13:29:00,2016-10-28 13:29:00,2,3
8279,Broad Street,690,26.13795775,91.74099445,579,car,high,8,0,28-10-2016,13:29:00,2016-10-28 13:29:00,2,3
12215,Others-CCCPS135a,3883,26.14749943,91.72800489,2321,bike,high,9,0,28-10-2016,13:29:00,2016-10-28 13:29:00,1,3
10903,Others-CCCPS119a,2803,26.14754061,91.72797041,927,car,high,8,0,28-10-2016,13:29:00,2016-10-28 13:29:00,2,3
13527,Others-CCCPS202,2937,26.14749053,91.72799688,1242,car,high,9,0,28-10-2016,13:29:00,2016-10-28 13:29:00,2,3
6967,BHMNCPNST01,485,26.14004753,91.73097233,340,car,high,7,0,28-10-2016,13:29:00,2016-10-28 13:29:00,2,3
10904,Others-CCCPS119a,2803,26.14754061,91.72797041,1120,car,average,5,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,0
16152,Others-CCCPS98,3103,26.14749998,91.72797778,1712,car,average,5,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,0
3032,BHMEURBRD01,470,26.14901995,91.7395035,416,cycle,average,4,0,28-10-2016,14:02:00,2016-10-28 14:02:00,0,0
12216,Others-CCCPS135a,3883,26.14749943,91.72800489,2346,car,average,5,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,0
9592,Others-CCCPS105a,2009,26.14747299,91.72804914,1376,car,average,5,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,0
8280,Broad Street,690,26.13795775,91.74099445,585,car,average,4,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,0
17464,Shopping,1920,26.15050395,91.73353109,1125,car,average,5,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,0
408,BHMBCCMKT01,577,26.14453614,91.73617216,296,bike,high,5,0,28-10-2016,14:02:00,2016-10-28 14:02:00,1,3
6968,BHMNCPNST01,485,26.14004753,91.73097233,331,car,average,4,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,0
5656,BHMNCPHST01,1200,26.14001386,91.73099967,617,cycle,average,5,0,28-10-2016,14:02:00,2016-10-28 14:02:00,0,0
13528,Others-CCCPS202,2937,26.14749053,91.72799688,1248,car,average,5,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,0
1720,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,high,6,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,3
14840,Others-CCCPS8,1322,26.14754886,91.72799519,783,bike,average,4,0,28-10-2016,14:02:00,2016-10-28 14:02:00,1,0
4344,BHMMBMMBX01,687,20.0000347,78.00000286,593,car,average,4,0,28-10-2016,14:02:00,2016-10-28 14:02:00,2,0
17465,Shopping,1920,26.15050395,91.73353109,1126,car,average,4,0,28-10-2016,14:29:00,2016-10-28 14:29:00,2,0
5657,BHMNCPHST01,1200,26.14001386,91.73099967,631,car,high,6,0,28-10-2016,14:29:00,2016-10-28 14:29:00,2,3
6969,BHMNCPNST01,485,26.14004753,91.73097233,332,bike,average,4,0,28-10-2016,14:29:00,2016-10-28 14:29:00,1,0
9593,Others-CCCPS105a,2009,26.14747299,91.72804914,1378,bike,average,5,0,28-10-2016,14:29:00,2016-10-28 14:29:00,1,0
13529,Others-CCCPS202,2937,26.14749053,91.72799688,1249,car,average,5,0,28-10-2016,14:29:00,2016-10-28 14:29:00,2,0
1721,BHMBCCTHL01,387,26.14449459,91.73620513,335,bike,average,4,0,28-10-2016,14:29:00,2016-10-28 14:29:00,1,0
12217,Others-CCCPS135a,3883,26.14749943,91.72800489,2324,car,high,7,0,28-10-2016,14:29:00,2016-10-28 14:29:00,2,3
14841,Others-CCCPS8,1322,26.14754886,91.72799519,794,car,average,5,0,28-10-2016,14:29:00,2016-10-28 14:29:00,2,0
10905,Others-CCCPS119a,2803,26.14754061,91.72797041,1191,truck,average,4,0,28-10-2016,14:29:00,2016-10-28 14:29:00,3,0
4345,BHMMBMMBX01,687,20.0000347,78.00000286,584,bike,high,6,0,28-10-2016,14:29:00,2016-10-28 14:29:00,1,3
409,BHMBCCMKT01,577,26.14453614,91.73617216,290,car,high,5,0,28-10-2016,14:29:00,2016-10-28 14:29:00,2,3
16153,Others-CCCPS98,3103,26.14749998,91.72797778,1772,car,average,5,0,28-10-2016,14:29:00,2016-10-28 14:29:00,2,0
3033,BHMEURBRD01,470,26.14901995,91.7395035,414,car,average,4,0,28-10-2016,14:29:00,2016-10-28 14:29:00,2,0
8281,Broad Street,690,26.13795775,91.74099445,581,bike,average,5,0,28-10-2016,14:29:00,2016-10-28 14:29:00,1,0
16154,Others-CCCPS98,3103,26.14749998,91.72797778,1715,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
410,BHMBCCMKT01,577,26.14453614,91.73617216,282,cycle,low,2,0,28-10-2016,15:02:00,2016-10-28 15:02:00,0,1
12218,Others-CCCPS135a,3883,26.14749943,91.72800489,2248,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
10906,Others-CCCPS119a,2803,26.14754061,91.72797041,1147,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
13530,Others-CCCPS202,2937,26.14749053,91.72799688,1226,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
3034,BHMEURBRD01,470,26.14901995,91.7395035,398,car,low,2,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
8282,Broad Street,690,26.13795775,91.74099445,567,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
1722,BHMBCCTHL01,387,26.14449459,91.73620513,337,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
6970,BHMNCPNST01,485,26.14004753,91.73097233,322,car,average,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,0
9594,Others-CCCPS105a,2009,26.14747299,91.72804914,1365,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
14842,Others-CCCPS8,1322,26.14754886,91.72799519,782,truck,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,3,1
17466,Shopping,1920,26.15050395,91.73353109,1111,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
5658,BHMNCPHST01,1200,26.14001386,91.73099967,634,bike,average,4,0,28-10-2016,15:02:00,2016-10-28 15:02:00,1,0
4346,BHMMBMMBX01,687,20.0000347,78.00000286,583,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,2,1
5659,BHMNCPHST01,1200,26.14001386,91.73099967,588,bike,low,2,0,28-10-2016,15:29:00,2016-10-28 15:29:00,1,1
3035,BHMEURBRD01,470,26.14901995,91.7395035,385,bike,low,3,0,28-10-2016,15:29:00,2016-10-28 15:29:00,1,1
12219,Others-CCCPS135a,3883,26.14749943,91.72800489,2127,car,low,3,0,28-10-2016,15:29:00,2016-10-28 15:29:00,2,1
4347,BHMMBMMBX01,687,20.0000347,78.00000286,550,truck,low,2,0,28-10-2016,15:29:00,2016-10-28 15:29:00,3,1
17467,Shopping,1920,26.15050395,91.73353109,1052,bike,low,2,0,28-10-2016,15:29:00,2016-10-28 15:29:00,1,1
1723,BHMBCCTHL01,387,26.14449459,91.73620513,318,cycle,low,2,0,28-10-2016,15:29:00,2016-10-28 15:29:00,0,1
10907,Others-CCCPS119a,2803,26.14754061,91.72797041,1086,car,low,3,0,28-10-2016,15:29:00,2016-10-28 15:29:00,2,1
9595,Others-CCCPS105a,2009,26.14747299,91.72804914,1279,car,low,3,0,28-10-2016,15:29:00,2016-10-28 15:29:00,2,1
13531,Others-CCCPS202,2937,26.14749053,91.72799688,1181,truck,low,3,0,28-10-2016,15:29:00,2016-10-28 15:29:00,3,1
8283,Broad Street,690,26.13795775,91.74099445,552,bike,average,2,0,28-10-2016,15:29:00,2016-10-28 15:29:00,1,0
6971,BHMNCPNST01,485,26.14004753,91.73097233,310,truck,low,2,0,28-10-2016,15:29:00,2016-10-28 15:29:00,3,1
411,BHMBCCMKT01,577,26.14453614,91.73617216,269,car,low,2,0,28-10-2016,15:29:00,2016-10-28 15:29:00,2,1
16155,Others-CCCPS98,3103,26.14749998,91.72797778,1628,car,low,3,0,28-10-2016,15:29:00,2016-10-28 15:29:00,2,1
14843,Others-CCCPS8,1322,26.14754886,91.72799519,729,car,low,3,0,28-10-2016,15:29:00,2016-10-28 15:29:00,2,1
8284,Broad Street,690,26.13795775,91.74099445,525,car,low,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,2,1
14844,Others-CCCPS8,1322,26.14754886,91.72799519,687,truck,average,3,0,28-10-2016,16:02:00,2016-10-28 16:02:00,3,0
4348,BHMMBMMBX01,687,20.0000347,78.00000286,513,car,low,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,2,1
13532,Others-CCCPS202,2937,26.14749053,91.72799688,1127,car,low,3,0,28-10-2016,16:02:00,2016-10-28 16:02:00,2,1
1724,BHMBCCTHL01,387,26.14449459,91.73620513,301,truck,average,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,3,0
3036,BHMEURBRD01,470,26.14901995,91.7395035,368,truck,low,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,3,1
16156,Others-CCCPS98,3103,26.14749998,91.72797778,1536,car,low,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,2,1
17468,Shopping,1920,26.15050395,91.73353109,978,car,low,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,2,1
412,BHMBCCMKT01,577,26.14453614,91.73617216,256,car,low,1,0,28-10-2016,16:02:00,2016-10-28 16:02:00,2,1
5660,BHMNCPHST01,1200,26.14001386,91.73099967,548,car,low,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,2,1
9596,Others-CCCPS105a,2009,26.14747299,91.72804914,1200,cycle,low,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,0,1
10908,Others-CCCPS119a,2803,26.14754061,91.72797041,1023,bike,low,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,1,1
6972,BHMNCPNST01,485,26.14004753,91.73097233,301,car,low,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,2,1
12220,Others-CCCPS135a,3883,26.14749943,91.72800489,1962,bike,low,3,0,28-10-2016,16:02:00,2016-10-28 16:02:00,1,1
14845,Others-CCCPS8,1322,26.14754886,91.72799519,632,car,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,1
9597,Others-CCCPS105a,2009,26.14747299,91.72804914,1113,car,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,1
8285,Broad Street,690,26.13795775,91.74099445,480,car,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,1
10909,Others-CCCPS119a,2803,26.14754061,91.72797041,963,car,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,1
12221,Others-CCCPS135a,3883,26.14749943,91.72800489,1752,bike,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,1,1
5661,BHMNCPHST01,1200,26.14001386,91.73099967,475,car,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,1
17469,Shopping,1920,26.15050395,91.73353109,865,bike,low,3,0,28-10-2016,16:29:00,2016-10-28 16:29:00,1,1
4349,BHMMBMMBX01,687,20.0000347,78.00000286,481,car,average,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,0
6973,BHMNCPNST01,485,26.14004753,91.73097233,290,car,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,1
13533,Others-CCCPS202,2937,26.14749053,91.72799688,1049,car,low,3,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,1
1725,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,1
16157,Others-CCCPS98,3103,26.14749998,91.72797778,1458,cycle,low,3,0,28-10-2016,16:29:00,2016-10-28 16:29:00,0,1
3037,BHMEURBRD01,470,26.14901995,91.7395035,337,bike,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,1,1
413,BHMBCCMKT01,577,26.14453614,91.73617216,220,car,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,2,1
10910,Others-CCCPS119a,2803,26.14754061,91.72797041,98,cycle,low,1,0,29-10-2016,07:59:00,2016-10-29 07:59:00,0,1
1726,BHMBCCTHL01,387,26.14449459,91.73620513,79,car,low,1,0,29-10-2016,07:59:00,2016-10-29 07:59:00,2,1
13534,Others-CCCPS202,2937,26.14749053,91.72799688,425,truck,low,2,0,29-10-2016,07:59:00,2016-10-29 07:59:00,3,1
6974,BHMNCPNST01,485,26.14004753,91.73097233,267,truck,low,2,0,29-10-2016,07:59:00,2016-10-29 07:59:00,3,1
12222,Others-CCCPS135a,3883,26.14749943,91.72800489,507,car,low,2,0,29-10-2016,07:59:00,2016-10-29 07:59:00,2,1
9598,Others-CCCPS105a,2009,26.14747299,91.72804914,667,car,low,2,0,29-10-2016,07:59:00,2016-10-29 07:59:00,2,1
16158,Others-CCCPS98,3103,26.14749998,91.72797778,602,truck,low,2,0,29-10-2016,07:59:00,2016-10-29 07:59:00,3,1
5662,BHMNCPHST01,1200,26.14001386,91.73099967,102,cycle,low,1,0,29-10-2016,07:59:00,2016-10-29 07:59:00,0,1
414,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,low,1,0,29-10-2016,07:59:00,2016-10-29 07:59:00,2,1
14846,Others-CCCPS8,1322,26.14754886,91.72799519,351,car,average,2,0,29-10-2016,07:59:00,2016-10-29 07:59:00,2,0
3038,BHMEURBRD01,470,26.14901995,91.7395035,41,car,average,1,0,29-10-2016,07:59:00,2016-10-29 07:59:00,2,0
4350,BHMMBMMBX01,687,20.0000347,78.00000286,316,bike,low,1,0,29-10-2016,07:59:00,2016-10-29 07:59:00,1,1
8286,Broad Street,690,26.13795775,91.74099445,79,car,low,1,0,29-10-2016,07:59:00,2016-10-29 07:59:00,2,1
17470,Shopping,1920,26.15050395,91.73353109,258,car,low,2,0,29-10-2016,07:59:00,2016-10-29 07:59:00,2,1
6975,BHMNCPNST01,485,26.14004753,91.73097233,270,truck,low,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,3,1
4351,BHMMBMMBX01,687,20.0000347,78.00000286,323,car,average,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,2,0
13535,Others-CCCPS202,2937,26.14749053,91.72799688,431,cycle,low,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,0,1
8287,Broad Street,690,26.13795775,91.74099445,84,cycle,low,1,0,29-10-2016,08:26:00,2016-10-29 08:26:00,0,1
17471,Shopping,1920,26.15050395,91.73353109,278,bike,low,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,1,1
16159,Others-CCCPS98,3103,26.14749998,91.72797778,625,car,low,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,2,1
3039,BHMEURBRD01,470,26.14901995,91.7395035,46,car,low,1,0,29-10-2016,08:26:00,2016-10-29 08:26:00,2,1
14847,Others-CCCPS8,1322,26.14754886,91.72799519,351,car,low,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,2,1
9599,Others-CCCPS105a,2009,26.14747299,91.72804914,674,bike,low,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,1,1
5663,BHMNCPHST01,1200,26.14001386,91.73099967,108,car,low,1,0,29-10-2016,08:26:00,2016-10-29 08:26:00,2,1
1727,BHMBCCTHL01,387,26.14449459,91.73620513,77,bike,low,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,1,1
415,BHMBCCMKT01,577,26.14453614,91.73617216,56,car,low,1,0,29-10-2016,08:26:00,2016-10-29 08:26:00,2,1
10911,Others-CCCPS119a,2803,26.14754061,91.72797041,109,bike,low,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,1,1
12223,Others-CCCPS135a,3883,26.14749943,91.72800489,544,car,average,3,0,29-10-2016,08:26:00,2016-10-29 08:26:00,2,0
416,BHMBCCMKT01,577,26.14453614,91.73617216,66,car,low,2,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
17472,Shopping,1920,26.15050395,91.73353109,343,car,low,1,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
6976,BHMNCPNST01,485,26.14004753,91.73097233,283,car,low,2,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
3040,BHMEURBRD01,470,26.14901995,91.7395035,54,car,low,1,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
1728,BHMBCCTHL01,387,26.14449459,91.73620513,95,car,average,2,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,0
13536,Others-CCCPS202,2937,26.14749053,91.72799688,476,car,low,2,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
4352,BHMMBMMBX01,687,20.0000347,78.00000286,334,car,low,2,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
8288,Broad Street,690,26.13795775,91.74099445,98,truck,low,1,0,29-10-2016,08:59:00,2016-10-29 08:59:00,3,1
10912,Others-CCCPS119a,2803,26.14754061,91.72797041,171,car,low,1,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
9600,Others-CCCPS105a,2009,26.14747299,91.72804914,722,car,low,1,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
16160,Others-CCCPS98,3103,26.14749998,91.72797778,693,car,low,2,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
12224,Others-CCCPS135a,3883,26.14749943,91.72800489,642,car,low,2,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
14848,Others-CCCPS8,1322,26.14754886,91.72799519,388,bike,low,2,0,29-10-2016,08:59:00,2016-10-29 08:59:00,1,1
5664,BHMNCPHST01,1200,26.14001386,91.73099967,140,car,low,1,0,29-10-2016,08:59:00,2016-10-29 08:59:00,2,1
4353,BHMMBMMBX01,687,20.0000347,78.00000286,350,car,low,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,2,1
16161,Others-CCCPS98,3103,26.14749998,91.72797778,830,cycle,average,3,0,29-10-2016,09:26:00,2016-10-29 09:26:00,0,0
9601,Others-CCCPS105a,2009,26.14747299,91.72804914,774,car,low,3,0,29-10-2016,09:26:00,2016-10-29 09:26:00,2,1
12225,Others-CCCPS135a,3883,26.14749943,91.72800489,702,car,low,3,0,29-10-2016,09:26:00,2016-10-29 09:26:00,2,1
1729,BHMBCCTHL01,387,26.14449459,91.73620513,120,truck,low,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,3,1
3041,BHMEURBRD01,470,26.14901995,91.7395035,57,car,low,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,2,1
5665,BHMNCPHST01,1200,26.14001386,91.73099967,169,truck,low,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,3,1
17473,Shopping,1920,26.15050395,91.73353109,383,bike,low,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,1,1
10913,Others-CCCPS119a,2803,26.14754061,91.72797041,313,car,low,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,2,1
6977,BHMNCPNST01,485,26.14004753,91.73097233,287,car,low,3,0,29-10-2016,09:26:00,2016-10-29 09:26:00,2,1
13537,Others-CCCPS202,2937,26.14749053,91.72799688,511,bike,low,3,0,29-10-2016,09:26:00,2016-10-29 09:26:00,1,1
8289,Broad Street,690,26.13795775,91.74099445,104,car,average,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,2,0
417,BHMBCCMKT01,577,26.14453614,91.73617216,91,car,low,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,2,1
14849,Others-CCCPS8,1322,26.14754886,91.72799519,424,car,low,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,2,1
3042,BHMEURBRD01,470,26.14901995,91.7395035,71,truck,low,1,0,29-10-2016,09:59:00,2016-10-29 09:59:00,3,1
1730,BHMBCCTHL01,387,26.14449459,91.73620513,165,bike,low,2,0,29-10-2016,09:59:00,2016-10-29 09:59:00,1,1
16162,Others-CCCPS98,3103,26.14749998,91.72797778,1119,car,low,2,0,29-10-2016,09:59:00,2016-10-29 09:59:00,2,1
10914,Others-CCCPS119a,2803,26.14754061,91.72797041,622,cycle,low,2,0,29-10-2016,09:59:00,2016-10-29 09:59:00,0,1
12226,Others-CCCPS135a,3883,26.14749943,91.72800489,833,car,low,2,0,29-10-2016,09:59:00,2016-10-29 09:59:00,2,1
14850,Others-CCCPS8,1322,26.14754886,91.72799519,484,cycle,average,3,0,29-10-2016,09:59:00,2016-10-29 09:59:00,0,0
6978,BHMNCPNST01,485,26.14004753,91.73097233,289,bike,low,3,0,29-10-2016,09:59:00,2016-10-29 09:59:00,1,1
418,BHMBCCMKT01,577,26.14453614,91.73617216,124,car,low,2,0,29-10-2016,09:59:00,2016-10-29 09:59:00,2,1
17474,Shopping,1920,26.15050395,91.73353109,440,truck,low,3,0,29-10-2016,09:59:00,2016-10-29 09:59:00,3,1
8290,Broad Street,690,26.13795775,91.74099445,119,cycle,low,2,0,29-10-2016,09:59:00,2016-10-29 09:59:00,0,1
13538,Others-CCCPS202,2937,26.14749053,91.72799688,573,bike,average,3,0,29-10-2016,09:59:00,2016-10-29 09:59:00,1,0
5666,BHMNCPHST01,1200,26.14001386,91.73099967,186,car,low,2,0,29-10-2016,09:59:00,2016-10-29 09:59:00,2,1
4354,BHMMBMMBX01,687,20.0000347,78.00000286,373,truck,low,2,0,29-10-2016,09:59:00,2016-10-29 09:59:00,3,1
9602,Others-CCCPS105a,2009,26.14747299,91.72804914,857,car,low,3,0,29-10-2016,09:59:00,2016-10-29 09:59:00,2,1
8291,Broad Street,690,26.13795775,91.74099445,127,car,low,3,0,29-10-2016,10:26:00,2016-10-29 10:26:00,2,1
3043,BHMEURBRD01,470,26.14901995,91.7395035,79,truck,low,2,0,29-10-2016,10:26:00,2016-10-29 10:26:00,3,1
14851,Others-CCCPS8,1322,26.14754886,91.72799519,561,truck,low,3,0,29-10-2016,10:26:00,2016-10-29 10:26:00,3,1
13539,Others-CCCPS202,2937,26.14749053,91.72799688,639,car,low,3,0,29-10-2016,10:26:00,2016-10-29 10:26:00,2,1
16163,Others-CCCPS98,3103,26.14749998,91.72797778,1279,bike,low,4,0,29-10-2016,10:26:00,2016-10-29 10:26:00,1,1
6979,BHMNCPNST01,485,26.14004753,91.73097233,298,car,low,2,0,29-10-2016,10:26:00,2016-10-29 10:26:00,2,1
10915,Others-CCCPS119a,2803,26.14754061,91.72797041,800,car,low,4,0,29-10-2016,10:26:00,2016-10-29 10:26:00,2,1
419,BHMBCCMKT01,577,26.14453614,91.73617216,164,bike,low,3,0,29-10-2016,10:26:00,2016-10-29 10:26:00,1,1
1731,BHMBCCTHL01,387,26.14449459,91.73620513,214,truck,average,3,0,29-10-2016,10:26:00,2016-10-29 10:26:00,3,0
4355,BHMMBMMBX01,687,20.0000347,78.00000286,395,truck,average,4,0,29-10-2016,10:26:00,2016-10-29 10:26:00,3,0
17475,Shopping,1920,26.15050395,91.73353109,501,bike,low,4,0,29-10-2016,10:26:00,2016-10-29 10:26:00,1,1
9603,Others-CCCPS105a,2009,26.14747299,91.72804914,956,car,low,4,0,29-10-2016,10:26:00,2016-10-29 10:26:00,2,1
5667,BHMNCPHST01,1200,26.14001386,91.73099967,207,cycle,low,3,0,29-10-2016,10:26:00,2016-10-29 10:26:00,0,1
12227,Others-CCCPS135a,3883,26.14749943,91.72800489,936,car,low,4,0,29-10-2016,10:26:00,2016-10-29 10:26:00,2,1
420,BHMBCCMKT01,577,26.14453614,91.73617216,213,car,average,4,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
1732,BHMBCCTHL01,387,26.14449459,91.73620513,277,bike,average,4,0,29-10-2016,10:59:00,2016-10-29 10:59:00,1,0
17476,Shopping,1920,26.15050395,91.73353109,586,car,average,4,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
16164,Others-CCCPS98,3103,26.14749998,91.72797778,1338,car,average,5,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
5668,BHMNCPHST01,1200,26.14001386,91.73099967,252,bike,average,3,0,29-10-2016,10:59:00,2016-10-29 10:59:00,1,0
8292,Broad Street,690,26.13795775,91.74099445,146,car,average,4,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
6980,BHMNCPNST01,485,26.14004753,91.73097233,296,bike,average,3,0,29-10-2016,10:59:00,2016-10-29 10:59:00,1,0
3044,BHMEURBRD01,470,26.14901995,91.7395035,98,truck,average,3,0,29-10-2016,10:59:00,2016-10-29 10:59:00,3,0
14852,Others-CCCPS8,1322,26.14754886,91.72799519,641,car,average,5,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
9604,Others-CCCPS105a,2009,26.14747299,91.72804914,1043,car,average,5,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
12228,Others-CCCPS135a,3883,26.14749943,91.72800489,1072,car,average,5,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
4356,BHMMBMMBX01,687,20.0000347,78.00000286,402,car,average,4,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
10916,Others-CCCPS119a,2803,26.14754061,91.72797041,917,car,average,5,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
13540,Others-CCCPS202,2937,26.14749053,91.72799688,719,car,average,3,0,29-10-2016,10:59:00,2016-10-29 10:59:00,2,0
